나이,성별,스타일,일 평균 기온,일 평균 기상,일 평균 습도,일 평균 풍속,상의 카테고리,상의 색상,상의 기장,상의 소재,상의 프린트,하의 카테고리,하의 색상,하의 기장,하의 소재,하의 프린트,Cluster
20대,남성,스트리트,6.4,맑음,59.5,2.1,티셔츠,카키,노멀,우븐,무지,청바지,카키,노멀,우븐,무지,5
30대,남성,스트리트,5.3,맑음,52.0,3.0,재킷,블랙,노멀,우븐,무지,팬츠,블랙,발목,우븐,무지,5
20대,남성,스트리트,5.3,맑음,52.0,3.0,재킷,카키,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,5
30대,남성,스트리트,5.3,맑음,52.0,3.0,재킷,카키,노멀,패딩,무지,팬츠,스카이블루,노멀,패딩,무지,5
30대,남성,스트리트,5.3,맑음,52.0,3.0,재킷,스카이블루,롱,패딩,무지,팬츠,스카이블루,롱,패딩,무지,5
20대,남성,스트리트,4.8,맑음,54.9,3.9,점퍼,스카이블루,롱,패딩,무지,청바지,스카이블루,롱,패딩,무지,5
20대,남성,스트리트,5.3,맑음,52.0,3.0,점퍼,스카이블루,롱,패딩,무지,팬츠,스카이블루,롱,패딩,무지,5
20대,남성,스트리트,3.8,안개,65.3,1.9,후드티,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,4
20대,남성,스트리트,3.8,안개,65.3,1.9,점퍼,네이비,노멀,우븐,무지,팬츠,블루,노멀,우븐,무지,4
20대,남성,스트리트,3.8,안개,65.3,1.9,가디건,네이비,노멀,우븐,무지,청바지,네이비,노멀,우븐,무지,4
20대,남성,스트리트,3.8,안개,65.3,1.9,코트,베이지,롱,우븐,무지,청바지,네이비,노멀,우븐,무지,4
20대,남성,스트리트,3.8,안개,65.3,1.9,티셔츠,베이지,롱,우븐,무지,스커트,베이지,롱,우븐,무지,4
20대,남성,스트리트,3.8,안개,65.3,1.9,짚업,베이지,롱,우븐,무지,청바지,베이지,롱,우븐,무지,4
20대,남성,스트리트,3.8,안개,65.3,1.9,패딩,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,4
20대,남성,스트리트,1.8,눈,68.8,3.5,점퍼,블랙,노멀,우븐,무지,청바지,스카이블루,발목,우븐,무지,4
20대,남성,스트리트,1.8,눈,68.8,3.5,후드티,스카이블루,발목,우븐,무지,팬츠,스카이블루,발목,우븐,무지,4
20대,남성,스트리트,1.8,눈,68.8,3.5,후드티,스카이블루,발목,우븐,무지,청바지,스카이블루,발목,우븐,무지,4
20대,남성,스트리트,0.2,눈,84.5,4.2,재킷,카키,발목,우븐,무지,팬츠,카키,발목,우븐,무지,17
30대,남성,스트리트,0.2,눈,84.5,4.2,티셔츠,카키,발목,우븐,무지,팬츠,카키,발목,우븐,무지,17
20대,남성,스트리트,0.2,눈,84.5,4.2,재킷,카키,발목,우븐,무지,청바지,카키,발목,우븐,무지,17
20대,남성,스트리트,0.2,눈,84.5,4.2,점퍼,블랙,하프,우븐,무지,팬츠,블랙,하프,우븐,무지,17
20대,남성,스트리트,0.2,눈,84.5,4.2,재킷,블랙,하프,우븐,무지,팬츠,블랙,하프,우븐,무지,17
20대,남성,스트리트,0.2,눈,84.5,4.2,니트웨어,블랙,하프,우븐,무지,팬츠,블랙,하프,우븐,무지,17
20대,남성,스트리트,0.2,눈,84.5,4.2,패딩,블랙,하프,우븐,무지,청바지,블랙,하프,우븐,무지,17
20대,남성,스트리트,0.2,눈,84.5,4.2,후드티,블랙,하프,우븐,무지,팬츠,블랙,하프,우븐,무지,17
20대,남성,스트리트,0.2,눈,84.5,4.2,점퍼,블랙,하프,우븐,무지,청바지,블랙,하프,우븐,무지,17
20대,남성,스트리트,0.2,눈,84.5,4.2,재킷,블랙,하프,우븐,무지,청바지,블랙,하프,우븐,무지,17
20대,남성,스트리트,0.2,눈,84.5,4.2,베스트,블랙,하프,우븐,무지,팬츠,블랙,하프,우븐,무지,17
20대,남성,스트리트,0.2,눈,84.5,4.2,코트,블랙,롱,울/캐시미어,무지,팬츠,블랙,하프,우븐,무지,17
20대,남성,스트리트,4.3,비,86.3,3.4,티셔츠,네온,롱,우븐,체크,청바지,네온,발목,우븐,무지,13
20대,남성,스트리트,9.0,비,83.4,4.4,베스트,그린,발목,패딩,무지,팬츠,그린,발목,패딩,무지,13
20대,남성,스트리트,4.3,비,86.3,3.4,패딩,그린,발목,패딩,무지,청바지,그린,발목,패딩,무지,13
20대,남성,스트리트,4.3,비,86.3,3.4,베스트,그린,발목,패딩,무지,팬츠,그린,발목,패딩,무지,13
10대,남성,스트리트,4.3,비,86.3,3.4,코트,그린,발목,패딩,무지,팬츠,그린,발목,패딩,무지,13
20대,남성,스트리트,4.3,비,86.3,3.4,재킷,그린,발목,패딩,무지,팬츠,그린,발목,패딩,무지,13
20대,남성,스트리트,4.3,비,86.3,3.4,패딩,그린,발목,패딩,무지,청바지,그린,발목,패딩,무지,13
20대,남성,스트리트,4.3,비,86.3,3.4,패딩,그린,발목,패딩,무지,청바지,그린,발목,패딩,무지,13
20대,남성,스트리트,4.3,비,86.3,3.4,셔츠,그린,발목,패딩,무지,팬츠,그린,발목,패딩,무지,13
20대,남성,스트리트,4.3,비,86.3,3.4,셔츠,블루,노멀,우븐,무지,팬츠,블루,노멀,우븐,무지,13
20대,남성,스트리트,4.3,비,86.3,3.4,점퍼,블루,노멀,우븐,무지,팬츠,블루,노멀,우븐,무지,13
20대,남성,스트리트,16.0,비,86.0,4.7,점퍼,그린,노멀,우븐,무지,팬츠,그린,노멀,우븐,무지,13
20대,남성,스트리트,9.1,비,95.8,2.3,패딩,스카이블루,발목,데님,무지,청바지,스카이블루,발목,데님,무지,13
20대,남성,스트리트,9.1,비,95.8,2.3,재킷,스카이블루,발목,데님,무지,팬츠,스카이블루,발목,데님,무지,13
20대,남성,스트리트,9.1,비,95.8,2.3,점퍼,스카이블루,발목,패딩,무지,팬츠,스카이블루,발목,패딩,무지,13
20대,남성,스트리트,9.1,비,95.8,2.3,패딩,스카이블루,발목,패딩,무지,청바지,스카이블루,발목,패딩,무지,13
20대,남성,스트리트,9.1,비,95.8,2.3,후드티,스카이블루,발목,패딩,무지,팬츠,스카이블루,발목,패딩,무지,13
20대,남성,스트리트,16.0,비,86.0,4.7,재킷,블랙,노멀,우븐,깅엄,팬츠,스카이블루,발목,패딩,무지,13
20대,남성,스트리트,9.1,비,95.8,2.3,짚업,블랙,노멀,우븐,깅엄,팬츠,블랙,노멀,우븐,깅엄,13
20대,남성,스트리트,16.0,비,86.0,4.7,후드티,스카이블루,노멀,우븐,무지,팬츠,스카이블루,노멀,우븐,무지,13
20대,남성,스트리트,9.1,비,95.8,2.3,재킷,스카이블루,노멀,우븐,무지,청바지,스카이블루,노멀,우븐,무지,13
10대,남성,스트리트,9.1,비,95.8,2.3,셔츠,라벤더,노멀,우븐,무지,청바지,스카이블루,발목,데님,무지,13
30대,남성,스트리트,2.3,안개,72.4,1.8,재킷,라벤더,노멀,우븐,무지,청바지,라벤더,노멀,우븐,무지,17
20대,남성,스트리트,2.3,안개,72.4,1.8,후드티,라벤더,노멀,우븐,무지,팬츠,라벤더,노멀,우븐,무지,17
20대,남성,스트리트,2.3,안개,72.4,1.8,후드티,라벤더,노멀,우븐,무지,팬츠,라벤더,노멀,우븐,무지,17
20대,남성,스트리트,2.3,안개,72.4,1.8,후드티,라벤더,노멀,우븐,무지,팬츠,라벤더,노멀,우븐,무지,17
20대,남성,스트리트,2.3,안개,72.4,1.8,후드티,라벤더,노멀,우븐,무지,청바지,라벤더,노멀,우븐,무지,17
20대,남성,스트리트,4.5,눈,89.9,2.9,베스트,라벤더,노멀,우븐,무지,스커트,라벤더,노멀,우븐,무지,13
30대,남성,스트리트,4.5,눈,89.9,2.9,점퍼,라벤더,노멀,우븐,무지,청바지,라벤더,노멀,우븐,무지,13
20대,남성,스트리트,4.5,눈,89.9,2.9,패딩,라벤더,노멀,우븐,무지,조거팬츠,라벤더,노멀,우븐,무지,13
20대,남성,스트리트,4.5,눈,89.9,2.9,재킷,라벤더,노멀,우븐,무지,팬츠,라벤더,노멀,우븐,무지,13
20대,남성,스트리트,12.9,안개,76.4,2.2,코트,라벤더,노멀,우븐,무지,팬츠,라벤더,노멀,우븐,무지,9
20대,남성,스트리트,8.2,안개,70.6,2.5,코트,라벤더,노멀,우븐,무지,팬츠,라벤더,노멀,우븐,무지,9
20대,남성,스트리트,8.2,안개,70.6,2.5,짚업,라벤더,노멀,우븐,무지,팬츠,라벤더,노멀,우븐,무지,9
20대,남성,스트리트,8.2,안개,70.6,2.5,점퍼,라벤더,노멀,우븐,무지,청바지,라벤더,노멀,우븐,무지,9
10대,남성,스트리트,8.2,안개,70.6,2.5,티셔츠,라벤더,노멀,우븐,무지,청바지,라벤더,노멀,우븐,무지,9
20대,남성,스트리트,8.2,안개,70.6,2.5,코트,라벤더,노멀,우븐,무지,팬츠,라벤더,노멀,우븐,무지,9
20대,남성,스트리트,8.2,안개,70.6,2.5,코트,블랙,노멀,우븐,무지,스커트,블랙,노멀,우븐,무지,9
20대,남성,스트리트,8.2,안개,70.6,2.5,재킷,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,9
30대,남성,스트리트,8.2,안개,70.6,2.5,코트,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,9
20대,남성,스트리트,8.2,안개,70.6,2.5,가디건,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,9
20대,남성,스트리트,0.6,안개,66.9,1.6,패딩,블랙,발목,패딩,무지,청바지,블랙,발목,우븐,무지,4
20대,남성,스트리트,0.6,안개,66.9,1.6,코트,블랙,발목,패딩,무지,팬츠,블랙,발목,패딩,무지,4
20대,남성,스트리트,0.6,안개,66.9,1.6,점퍼,그레이,발목,패딩,무지,팬츠,그레이,발목,패딩,무지,4
20대,남성,스트리트,0.6,안개,66.9,1.6,점퍼,그레이,발목,우븐,무지,팬츠,그레이,발목,우븐,무지,4
20대,남성,스트리트,0.6,안개,66.9,1.6,재킷,그레이,발목,우븐,무지,청바지,그레이,발목,우븐,무지,4
20대,남성,스트리트,0.6,안개,66.9,1.6,코트,그레이,발목,우븐,무지,청바지,그레이,발목,우븐,무지,4
20대,남성,스트리트,0.6,안개,66.9,1.6,재킷,그레이,발목,우븐,무지,팬츠,그레이,발목,우븐,무지,4
20대,남성,스트리트,0.6,눈,76.6,2.1,재킷,블랙,발목,우븐,무지,팬츠,블랙,발목,우븐,무지,17
20대,남성,스트리트,0.6,눈,76.6,2.1,재킷,블랙,롱,우븐,무지,청바지,블랙,롱,우븐,무지,17
30대,남성,스트리트,0.6,눈,76.6,2.1,코트,네이비,롱,우븐,무지,청바지,블랙,롱,우븐,무지,17
20대,남성,스트리트,0.6,눈,76.6,2.1,셔츠,네이비,롱,우븐,무지,청바지,네이비,롱,우븐,무지,17
20대,남성,스트리트,0.6,눈,76.6,2.1,코트,네이비,롱,우븐,무지,팬츠,네이비,롱,우븐,무지,17
20대,남성,스트리트,1.2,눈,83.5,2.2,점퍼,블랙,발목,패딩,무지,청바지,블랙,발목,우븐,무지,17
20대,남성,스트리트,1.2,눈,83.5,2.2,셔츠,블랙,발목,패딩,무지,청바지,블랙,발목,패딩,무지,17
20대,남성,스트리트,2.7,눈,81.8,5.0,코트,그레이,노멀,우븐,무지,팬츠,그레이,노멀,우븐,무지,17
20대,남성,스트리트,2.7,눈,81.8,5.0,재킷,그레이,노멀,우븐,무지,팬츠,그레이,노멀,우븐,무지,17
20대,남성,스트리트,3.1,안개,65.5,2.1,셔츠,그레이,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,4
20대,남성,스트리트,3.1,안개,65.5,2.1,재킷,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,4
20대,남성,스트리트,3.1,안개,65.5,2.1,셔츠,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,4
20대,남성,스트리트,2.4,안개,64.9,2.1,패딩,그레이,노멀,패딩,무지,팬츠,블랙,노멀,우븐,무지,4
30대,남성,스트리트,2.4,안개,64.9,2.1,패딩,그레이,노멀,패딩,무지,청바지,그레이,노멀,패딩,무지,4
20대,남성,스트리트,2.4,안개,64.9,2.1,패딩,그레이,하프,패딩,무지,팬츠,그레이,발목,패딩,무지,4
20대,남성,스트리트,2.4,안개,64.9,2.1,패딩,그레이,하프,패딩,무지,청바지,그레이,하프,패딩,무지,4
20대,남성,스트리트,2.4,안개,64.9,2.1,패딩,네이비,롱,패딩,무지,청바지,네이비,롱,패딩,무지,4
20대,남성,스트리트,2.4,안개,64.9,2.1,패딩,네이비,롱,패딩,무지,테스트 하의 카테고리,테스트 하의 색상,테스트 하의 기장,테스트 하의 소재,테스트 하의 프린트,4
20대,남성,스트리트,2.4,안개,64.9,2.1,점퍼,네이비,롱,패딩,무지,청바지,네이비,롱,패딩,무지,4
20대,남성,스트리트,2.4,안개,64.9,2.1,패딩,네이비,롱,패딩,무지,청바지,네이비,롱,패딩,무지,4
20대,남성,스트리트,2.4,안개,64.9,2.1,패딩,네이비,롱,패딩,무지,청바지,네이비,롱,패딩,무지,4
20대,남성,스트리트,2.4,안개,64.9,2.1,패딩,네이비,롱,패딩,무지,팬츠,네이비,롱,패딩,무지,4
20대,남성,스트리트,2.4,안개,64.9,2.1,재킷,네이비,롱,패딩,무지,팬츠,네이비,롱,패딩,무지,4
20대,남성,스트리트,4.7,맑음,54.1,1.9,점퍼,핑크,롱,우븐,무지,청바지,핑크,발목,우븐,무지,5
20대,남성,스트리트,4.7,맑음,54.1,1.9,패딩,핑크,발목,우븐,무지,팬츠,핑크,발목,우븐,무지,5
20대,남성,스트리트,9.8,비,76.4,1.7,패딩,핑크,발목,우븐,무지,청바지,핑크,발목,우븐,무지,9
20대,남성,스트리트,4.7,맑음,54.1,1.9,패딩,핑크,발목,우븐,무지,청바지,핑크,발목,우븐,무지,5
20대,남성,스트리트,4.7,맑음,54.1,1.9,패딩,핑크,발목,우븐,무지,스커트,핑크,발목,우븐,무지,5
20대,남성,스트리트,4.7,맑음,54.1,1.9,패딩,핑크,발목,우븐,무지,팬츠,핑크,발목,우븐,무지,5
30대,남성,스트리트,9.8,비,76.4,1.7,티셔츠,핑크,발목,우븐,무지,팬츠,핑크,발목,우븐,무지,9
20대,남성,스트리트,1.4,안개,59.3,1.4,재킷,블루,발목,우븐,타이다이,팬츠,블루,발목,우븐,타이다이,4
20대,남성,스트리트,1.4,안개,59.3,1.4,점퍼,블랙,노멀,우븐,무지,청바지,블랙,노멀,우븐,무지,4
20대,남성,스트리트,1.4,안개,59.3,1.4,후드티,블랙,노멀,우븐,무지,청바지,블랙,노멀,우븐,무지,4
30대,남성,스트리트,1.4,안개,59.3,1.4,패딩,블랙,노멀,우븐,무지,청바지,블랙,노멀,우븐,무지,4
20대,남성,스트리트,4.7,맑음,44.1,2.5,패딩,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,14
20대,남성,스트리트,-0.4,맑음,66.6,1.7,패딩,블랙,롱,패딩,무지,팬츠,블랙,노멀,우븐,무지,4
20대,남성,스트리트,-0.4,맑음,66.6,1.7,짚업,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,4
20대,남성,스트리트,4.7,맑음,44.1,2.5,패딩,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,14
20대,남성,스트리트,-0.4,맑음,66.6,1.7,재킷,블랙,롱,패딩,무지,팬츠,블랙,롱,패딩,무지,4
20대,남성,스트리트,-0.4,맑음,66.6,1.7,패딩,카키,롱,우븐,무지,팬츠,블랙,노말,우븐,무지,4
20대,남성,스트리트,-0.4,맑음,66.6,1.7,점퍼,카키,롱,우븐,무지,팬츠,카키,롱,우븐,무지,4
20대,남성,스트리트,-0.4,맑음,66.6,1.7,짚업,카키,롱,우븐,무지,팬츠,카키,롱,우븐,무지,4
20대,남성,스트리트,-0.4,맑음,66.6,1.7,패딩,카키,롱,우븐,무지,청바지,카키,롱,우븐,무지,4
30대,남성,스트리트,-0.4,맑음,66.6,1.7,후드티,카키,롱,우븐,무지,팬츠,카키,롱,우븐,무지,4
20대,남성,스트리트,-1.7,안개,62.5,1.9,티셔츠,레드,노멀,우븐,레터링,팬츠,레드,노멀,우븐,레터링,4
20대,남성,스트리트,-1.7,안개,62.5,1.9,가디건,레드,노멀,우븐,레터링,팬츠,레드,노멀,우븐,레터링,4
20대,남성,스트리트,-1.7,안개,62.5,1.9,패딩,네이비,노멀,데님,무지,청바지,레드,노멀,데님,무지,4
20대,남성,스트리트,-1.7,안개,62.5,1.9,패딩,네이비,노멀,데님,무지,청바지,네이비,노멀,데님,무지,4
20대,남성,스트리트,-1.7,안개,62.5,1.9,코트,네이비,노멀,데님,무지,팬츠,네이비,노멀,데님,무지,4
20대,남성,스트리트,2.6,맑음,38.5,2.8,패딩,네이비,노멀,데님,무지,팬츠,네이비,노멀,데님,무지,14
20대,남성,클래식,-5.3,맑음,47.8,2.1,코트,스카이블루,하프,우븐,무지,팬츠,네이비,노멀,데님,무지,10
20대,남성,클래식,-5.3,맑음,47.8,2.1,패딩,스카이블루,하프,우븐,무지,청바지,스카이블루,하프,우븐,무지,10
20대,남성,클래식,-5.3,맑음,47.8,2.1,점퍼,스카이블루,하프,우븐,무지,팬츠,스카이블루,하프,우븐,무지,10
30대,남성,스트리트,-8.0,맑음,52.0,3.3,후드티,블루,롱,우븐,무지,청바지,블루,롱,우븐,무지,10
30대,남성,스트리트,-8.0,맑음,52.0,3.3,점퍼,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,10
20대,남성,스트리트,-8.0,맑음,52.0,3.3,패딩,블루,롱,패딩,무지,팬츠,블루,롱,패딩,무지,10
20대,남성,스트리트,-8.0,맑음,52.0,3.3,코트,블루,롱,패딩,무지,팬츠,블루,롱,패딩,무지,10
30대,남성,스트리트,-8.0,맑음,52.0,3.3,점퍼,블루,롱,패딩,무지,청바지,블루,롱,패딩,무지,10
20대,남성,스트리트,-8.0,맑음,52.0,3.3,후드티,블루,롱,패딩,무지,팬츠,블루,롱,패딩,무지,10
30대,남성,스트리트,-8.0,맑음,52.0,3.3,패딩,블루,롱,패딩,무지,팬츠,블루,롱,패딩,무지,10
30대,남성,스트리트,-8.0,맑음,52.0,3.3,점퍼,블루,롱,패딩,무지,팬츠,블루,롱,패딩,무지,10
30대,남성,클래식,-11.7,맑음,53.6,3.9,코트,베이지,롱,울/캐시미어,무지,팬츠,블랙,노멀,우븐,무지,10
20대,남성,클래식,-11.7,맑음,53.6,3.9,재킷,베이지,롱,울/캐시미어,무지,청바지,베이지,발목,데님,무지,10
20대,남성,스트리트,-11.7,맑음,53.6,3.9,코트,베이지,발목,데님,무지,팬츠,블랙,발목,데님,무지,10
20대,남성,스트리트,-11.7,맑음,53.6,3.9,니트웨어,베이지,발목,데님,무지,팬츠,베이지,발목,데님,무지,10
20대,남성,스트리트,-8.7,눈,65.6,4.1,점퍼,블랙,노말,우븐,레터링,청바지,블랙,노말,우븐,레터링,4
20대,남성,스트리트,-8.7,눈,65.6,4.1,재킷,블랙,노말,우븐,레터링,팬츠,블랙,노말,우븐,레터링,4
20대,남성,스트리트,-8.7,눈,65.6,4.1,점퍼,블랙,노멀,우븐,무지,청바지,블랙,노멀,우븐,무지,4
20대,남성,스트리트,-8.7,눈,65.6,4.1,패딩,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,4
20대,남성,스트리트,5.4,맑음,65.4,4.5,티셔츠,화이트,노멀,우븐,무지,청바지,화이트,노멀,우븐,무지,4
20대,남성,스트리트,5.4,맑음,65.4,4.5,짚업,화이트,노멀,우븐,무지,팬츠,화이트,노멀,우븐,무지,4
20대,남성,스트리트,5.4,맑음,65.4,4.5,점퍼,블랙,노멀,우븐,체크,팬츠,블랙,노멀,우븐,체크,4
20대,남성,스트리트,4.5,비,81.5,2.4,짚업,블루,노멀,우븐,무지,팬츠,블루,노멀,우븐,무지,17
20대,남성,스트리트,4.5,비,81.5,2.4,패딩,블루,노멀,우븐,무지,팬츠,블루,노멀,우븐,무지,17
20대,남성,스트리트,4.5,비,81.5,2.4,코트,블루,노멀,우븐,무지,청바지,블루,노멀,우븐,무지,17
20대,남성,스트리트,4.5,비,81.5,2.4,짚업,블루,노멀,우븐,무지,팬츠,블루,노멀,우븐,무지,17
20대,남성,스트리트,4.5,비,81.5,2.4,코트,블랙,롱,우븐,무지,팬츠,블랙,노멀,우븐,무지,17
30대,남성,스트리트,4.5,비,81.5,2.4,패딩,블랙,롱,데님,무지,팬츠,블랙,롱,데님,무지,17
20대,남성,스트리트,4.5,비,81.5,2.4,패딩,블랙,롱,데님,무지,팬츠,블랙,롱,데님,무지,17
20대,남성,스트리트,10.9,비,83.4,4.6,패딩,블랙,롱,데님,무지,팬츠,블랙,롱,데님,무지,13
20대,남성,스트리트,4.5,비,81.5,2.4,패딩,블랙,롱,데님,무지,청바지,블랙,롱,데님,무지,17
20대,남성,스트리트,4.5,비,81.5,2.4,점퍼,블랙,롱,데님,무지,청바지,블랙,롱,데님,무지,17
20대,남성,스트리트,10.9,비,83.4,4.6,셔츠,블랙,노멀,우븐,무지,청바지,블랙,노멀,우븐,무지,13
20대,남성,스트리트,4.5,비,81.5,2.4,코트,블랙,노멀,우븐,무지,청바지,블랙,노멀,우븐,무지,17
20대,남성,스트리트,4.5,비,81.5,2.4,패딩,블랙,노멀,우븐,무지,팬츠,블랙,노멀,우븐,무지,17
20대,남성,스트리트,4.5,비,81.5,2.4,패딩,블랙,노멀,패딩,무지,팬츠,블랙,노멀,우븐,무지,17
20대,남성,스트리트,4.5,비,81.5,2.4,가디건,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,17
20대,남성,스트리트,4.5,비,81.5,2.4,점퍼,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,17
30대,남성,스트리트,4.5,비,81.5,2.4,패딩,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,17
20대,남성,스트리트,10.9,비,83.4,4.6,패딩,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,13
20대,남성,스트리트,4.5,비,81.5,2.4,코트,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,17
10대,남성,스트리트,-2.1,맑음,49.8,1.5,베스트,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,10
20대,남성,스트리트,-2.1,맑음,49.8,1.5,재킷,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,10
20대,남성,스트리트,-2.1,맑음,49.8,1.5,점퍼,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,10
20대,남성,스트리트,-2.1,맑음,49.8,1.5,패딩,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,10
20대,남성,스트리트,-2.1,맑음,49.8,1.5,재킷,브라운,노멀,니트,체크,청바지,브라운,노멀,니트,체크,10
10대,남성,스트리트,-2.1,맑음,49.8,1.5,후드티,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,10
20대,남성,스트리트,4.9,맑음,44.1,1.9,점퍼,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,14
20대,남성,스트리트,-2.1,맑음,49.8,1.5,패딩,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,10
20대,남성,스트리트,4.9,맑음,44.1,1.9,패딩,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,14
20대,남성,스트리트,-3.7,맑음,51.3,2.5,점퍼,브라운,노멀,니트,체크,청바지,브라운,노멀,니트,체크,10
10대,남성,스트리트,-3.7,맑음,51.3,2.5,짚업,브라운,노멀,니트,체크,청바지,브라운,노멀,니트,체크,10
30대,남성,스트리트,-3.7,맑음,51.3,2.5,패딩,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,10
20대,남성,스트리트,-3.7,맑음,51.3,2.5,베스트,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,10
20대,남성,스트리트,-3.7,맑음,51.3,2.5,패딩,브라운,노멀,니트,체크,청바지,브라운,노멀,니트,체크,10
20대,남성,스트리트,-3.7,맑음,51.3,2.5,셔츠,브라운,노멀,니트,체크,청바지,브라운,노멀,니트,체크,10
20대,남성,스트리트,-3.7,맑음,51.3,2.5,재킷,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,10
20대,남성,스트리트,-3.7,맑음,51.3,2.5,가디건,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,10
20대,남성,스트리트,-3.7,맑음,51.3,2.5,재킷,브라운,노멀,니트,체크,청바지,브라운,노멀,니트,체크,10
20대,남성,스트리트,-3.7,맑음,51.3,2.5,가디건,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,10
20대,남성,스트리트,-3.7,맑음,51.3,2.5,베스트,브라운,노멀,니트,체크,팬츠,브라운,노멀,니트,체크,10
20대,남성,스트리트,0.9,안개,61.6,2.3,니트웨어,브라운,노멀,니트,무지,팬츠,브라운,노멀,니트,무지,4
20대,남성,스트리트,0.9,안개,61.6,2.3,티셔츠,블랙,노멀,니트,무지,팬츠,블랙,노멀,니트,무지,4
20대,남성,스트리트,0.9,안개,61.6,2.3,티셔츠,블랙,노멀,니트,무지,팬츠,블랙,노멀,니트,무지,4
20대,남성,스트리트,0.9,안개,61.6,2.3,티셔츠,블랙,노멀,니트,무지,팬츠,블랙,노멀,니트,무지,4
20대,남성,스트리트,0.9,안개,61.6,2.3,니트웨어,블랙,노멀,니트,무지,팬츠,블랙,노멀,니트,무지,4
20대,남성,스트리트,0.9,안개,61.6,2.3,가디건,블랙,노멀,니트,무지,팬츠,블랙,노멀,니트,무지,4
20대,남성,스트리트,0.9,안개,61.6,2.3,니트웨어,블랙,노멀,니트,무지,청바지,블랙,노멀,니트,무지,4
20대,남성,스트리트,0.9,안개,61.6,2.3,니트웨어,블랙,노멀,니트,무지,청바지,블랙,노멀,니트,무지,4
20대,남성,스트리트,0.9,안개,61.6,2.3,티셔츠,블랙,노멀,니트,무지,청바지,블랙,노멀,니트,무지,4
20대,남성,스트리트,0.9,안개,61.6,2.3,티셔츠,블랙,노멀,니트,무지,팬츠,블랙,노멀,니트,무지,4
20대,남성,스트리트,0.9,안개,61.6,2.3,티셔츠,카키,노멀,우븐,무지,청바지,카키,노멀,우븐,무지,4
20대,남성,스트리트,0.9,안개,61.6,2.3,니트웨어,카키,노멀,우븐,무지,청바지,카키,노멀,우븐,무지,4
20대,남성,스트리트,0.9,안개,61.6,2.3,니트웨어,카키,노멀,우븐,무지,팬츠,카키,노멀,우븐,무지,4
20대,남성,스트리트,0.9,안개,61.6,2.3,니트웨어,카키,노멀,우븐,무지,청바지,카키,노멀,우븐,무지,4
20대,남성,스트리트,1.7,안개,80.6,1.9,코트,블랙,롱,우븐,무지,팬츠,브라운,노멀,우븐,무지,17
20대,남성,스트리트,1.7,안개,80.6,1.9,점퍼,블랙,롱,우븐,무지,청바지,블랙,롱,우븐,무지,17
20대,남성,스트리트,1.7,안개,80.6,1.9,점퍼,블랙,롱,우븐,무지,팬츠,블랙,롱,우븐,무지,17
20대,남성,스트리트,1.7,안개,80.6,1.9,재킷,블랙,롱,우븐,무지,팬츠,블랙,롱,우븐,무지,17
20대,남성,스트리트,1.7,안개,80.6,1.9,짚업,블랙,롱,우븐,무지,스커트,블랙,롱,우븐,무지,17
